round,beta,J_values,theat,emprical,False Negative,False Positive,pairty,emprical_total,False Negative_total,False Positive_total
1,   0.39738,8106, -85.50000,   0.31813,   0.09364,   0.22449,-1,   0.68187,   0.10604,   0.57583
2,   0.63824,8106, -85.50000,   0.31813,   0.09364,   0.22449,-1,   0.68187,   0.10604,   0.57583
3,   0.80134,8106, -85.50000,   0.31813,   0.09364,   0.22449,-1,   0.68187,   0.10604,   0.57583
